Price_Milk,Price_Chocolate,Price_Soup,Price_Ramen,Demand_Milk,Demand_Chocolate,Demand_Soup,Demand_Ramen
4.76,7.34,4.9,3.09,394,51,114,65
1.89,7.19,4.38,0.83,1176,100,199,2248
4.44,3.24,5.56,0.21,758,84,21,10288
4.78,3.88,5.98,0.89,583,48,70,1127
3.69,3.26,2.03,3.11,897,169,293,96
3.35,2.49,5.92,2.81,978,227,60,191
5.13,6.08,4.01,1.35,334,51,163,347
2.42,3.17,3.32,2.95,1318,237,340,125
1.71,2.54,3.09,0.64,1548,354,328,2307
1.52,5.9,5.72,0.82,1999,204,95,2738
1.92,3.49,2.02,0.63,1571,224,524,3126
3.91,6.3,5.91,2.51,883,99,89,144
4.34,6.01,3.96,2.95,712,58,115,136
5.06,3.65,4.94,2.11,466,141,90,112
3.56,5.96,5.46,1.4,627,107,98,567
1.65,6.74,3.68,3.38,2141,139,494,239
2.91,4.74,4.76,0.23,986,135,66,12818
5.3,5.24,2.4,1.05,564,61,200,499
4.02,5.43,5.28,2.0,611,82,133,259
2.72,7.85,3.28,2.88,899,105,236,142
2.12,6.66,5.83,0.26,1655,140,44,28322
2.29,7.88,2.27,1.77,1379,114,522,271
1.96,5.28,4.37,1.82,1057,158,158,430
4.27,3.15,2.55,1.56,547,144,287,302
5.46,4.74,3.68,1.54,482,76,103,169
5.19,3.72,4.41,2.02,351,51,83,150
5.42,6.87,5.76,0.17,581,65,28,14937
3.8,6.2,2.51,1.17,568,80,297,399
3.2,4.07,2.77,2.22,1128,149,383,184
5.13,5.75,5.25,3.21,489,72,119,67
5.13,3.39,4.69,1.65,455,110,126,278
4.27,5.01,4.62,2.41,589,92,127,145
4.45,2.55,5.13,2.34,759,145,66,138
5.04,6.45,4.19,2.06,507,57,106,161
2.31,4.56,3.23,1.48,1393,141,223,645
2.56,4.32,3.68,1.16,1145,139,186,1090
2.18,3.2,4.43,0.4,1431,152,145,4428
2.12,2.32,5.43,2.7,987,269,227,211
5.42,2.35,5.51,1.56,635,108,53,358
2.14,4.21,5.73,0.65,1407,223,129,4332
1.68,2.84,3.07,0.61,2342,298,242,4570
2.06,6.95,2.31,1.12,1672,76,463,742
3.49,7.35,2.51,1.16,662,76,270,619
3.53,7.74,4.79,2.84,857,61,119,117
4.01,4.09,4.8,0.67,890,121,109,1479
4.92,2.81,5.84,0.47,685,99,54,3016
3.07,3.49,3.84,1.62,894,212,150,386
1.86,3.65,4.14,1.98,2263,212,181,328
3.47,6.1,5.86,1.02,863,73,81,779
3.25,7.4,2.36,1.95,945,85,353,240
2.24,3.7,3.57,3.38,1461,218,457,117
5.09,4.13,2.04,2.8,583,55,349,64
2.91,7.2,2.81,2.46,1164,66,468,181
1.99,7.03,3.5,0.31,2163,119,135,13480
2.63,3.43,3.89,1.2,1258,144,191,557
1.71,7.69,3.82,0.99,1592,120,152,1346
2.38,6.06,4.39,0.88,1276,107,169,1251
3.39,4.2,3.99,1.66,895,130,151,417
3.74,4.37,4.01,2.06,560,82,123,235
2.45,2.7,3.24,2.43,1181,268,331,188
4.48,3.06,2.69,2.2,623,103,198,146
3.54,6.43,3.64,2.53,772,74,214,139
4.2,2.47,4.81,1.33,405,158,99,496
2.18,7.59,3.81,3.22,1488,108,313,130
3.99,2.75,4.74,0.16,714,131,50,30208
1.57,7.36,2.8,1.07,2679,144,448,1635
2.37,7.52,4.86,2.36,1731,95,145,126
4.18,2.95,5.1,3.46,542,125,105,65
2.97,3.43,5.22,1.28,1202,157,109,703
2.48,3.56,5.7,3.25,1554,163,168,157
4.17,6.26,3.38,0.77,903,98,110,980
4.65,7.56,3.42,2.63,585,56,141,74
5.12,3.42,5.76,2.39,739,112,100,88
3.23,7.15,4.21,3.27,876,80,151,103
5.42,6.78,2.58,3.42,510,61,269,44
4.0,7.0,5.09,1.36,484,64,103,326
2.96,4.81,2.16,2.9,856,126,478,93
4.6,2.94,3.52,2.25,592,107,257,138
3.98,2.32,5.2,0.61,924,202,69,2893
1.53,5.01,3.31,0.66,1585,219,302,3540
3.82,2.37,2.72,0.44,672,208,143,2912
2.24,6.58,4.77,2.83,1404,107,260,174
2.47,5.84,3.74,2.14,1380,135,229,324
1.83,5.44,5.59,2.47,1733,156,212,297
2.23,6.79,3.56,1.94,1267,122,260,337
4.19,5.24,4.2,1.3,887,95,129,283
4.59,6.7,5.45,1.43,556,45,81,396
2.77,2.39,5.72,0.34,772,266,71,8423
3.76,3.94,4.15,1.31,965,145,151,495
1.86,4.16,2.52,2.61,2010,138,472,158
4.04,7.2,4.36,2.82,663,77,125,110
5.34,6.44,5.88,2.35,539,61,83,96
4.09,4.44,4.9,0.52,965,93,62,3046
5.03,2.58,2.31,2.81,477,116,512,88
3.62,2.11,3.23,3.5,551,154,362,100
2.71,2.6,4.68,2.29,1510,188,166,229
1.64,6.47,4.6,1.87,2892,110,279,384
3.38,3.95,5.68,1.7,907,112,124,399
1.62,7.84,5.1,0.46,2124,135,127,6317
3.3,7.98,2.04,2.19,664,51,609,126
5.2,7.7,5.19,1.58,377,46,57,316
1.61,4.8,4.51,0.27,2186,192,104,18205
4.51,6.1,4.57,3.45,508,58,116,61
4.76,7.93,4.03,2.02,482,57,177,213
3.14,3.19,4.84,0.37,660,127,75,6682
3.08,7.17,2.9,1.12,912,63,337,781
4.68,7.75,2.71,1.6,481,57,226,222
3.03,2.54,4.18,0.44,994,168,69,2650
1.99,4.21,3.45,0.28,2165,199,165,12791
2.88,5.73,5.43,1.34,877,72,139,409
2.26,7.27,4.63,1.81,1475,92,214,403
4.37,2.63,4.45,0.14,663,151,56,34252
5.46,5.0,4.48,1.44,538,92,81,407
2.97,6.13,5.0,1.53,1332,76,140,473
5.35,3.68,4.8,3.26,629,100,113,66
3.41,7.44,3.32,2.68,1140,49,304,139
3.45,3.79,2.95,2.05,611,136,240,179
3.81,3.83,5.64,0.45,776,71,37,2592
2.02,2.55,2.27,1.59,1560,243,474,371
5.22,2.82,4.57,2.26,413,131,102,105
4.46,6.52,4.62,2.38,628,74,136,143
1.91,2.08,2.05,0.34,1758,309,344,4935
2.69,2.67,5.64,1.24,952,146,137,861
4.3,7.18,2.69,2.57,503,55,351,106
2.24,7.42,2.64,1.83,959,89,490,362
2.29,5.36,3.12,1.31,2017,150,213,833
5.02,2.34,2.5,2.8,682,188,256,85
5.1,7.08,4.79,2.85,487,64,145,88
5.49,6.54,2.34,1.23,444,74,241,343
2.75,4.61,5.91,2.31,1430,151,84,243
1.66,7.93,2.37,0.66,2074,123,391,1628
1.99,2.72,4.22,2.6,1738,184,307,215
3.11,5.08,2.54,1.37,761,104,361,481
5.2,6.34,5.93,2.05,642,91,58,180
4.42,2.78,4.4,3.31,650,136,174,86
5.11,6.4,3.4,3.47,527,64,203,26
1.75,2.55,3.15,2.34,1401,249,510,247
3.23,3.8,2.6,1.29,1069,131,230,480
5.22,7.84,3.33,1.18,434,34,150,515
2.25,2.1,4.66,2.69,1537,191,213,150
3.39,6.22,4.24,0.17,612,105,46,21346
1.53,3.86,3.64,2.26,2260,244,481,396
1.54,4.97,2.36,1.38,2594,230,669,873
5.27,4.06,5.69,0.5,406,91,40,3234
3.61,4.91,5.21,1.75,807,90,84,307
4.72,7.6,3.49,1.61,394,72,125,256
3.52,2.52,5.02,1.98,911,189,102,253
5.07,2.85,6.0,2.7,627,97,72,158
5.41,7.92,5.56,0.19,653,61,32,16812
1.54,6.88,4.02,1.97,2344,159,416,518
3.95,7.23,3.12,1.35,871,62,164,383
3.03,3.11,5.91,0.22,1057,162,52,22260
4.6,3.44,5.28,2.09,499,135,87,283
4.45,6.34,2.47,2.12,542,61,300,141
5.42,5.12,5.9,2.35,436,87,76,152
1.57,6.94,4.07,3.42,1634,137,465,128
3.11,5.73,2.98,1.62,843,109,301,314
3.3,2.27,2.79,2.22,913,187,325,159
4.75,5.21,4.84,2.72,526,99,75,107
2.18,7.78,5.76,3.29,1193,151,194,185
5.04,2.17,5.78,1.46,647,142,58,226
3.65,2.03,2.3,2.29,604,222,320,120
3.63,2.48,3.96,1.12,744,176,193,717
4.92,4.55,4.45,2.54,557,69,67,87
3.06,6.26,4.59,1.16,524,120,134,998
3.1,4.3,4.52,0.5,1088,213,107,3987
2.2,4.71,2.91,1.42,1641,163,299,570
2.94,5.91,4.74,1.64,771,90,145,361
3.58,5.56,5.7,2.01,671,135,142,247
2.36,5.03,3.21,2.08,1371,131,192,265
4.45,5.52,4.54,0.66,728,72,76,1468
3.28,4.51,3.49,2.93,782,107,181,119
4.45,2.66,3.67,2.43,490,142,198,167
2.99,6.91,2.45,3.2,1151,104,452,79
4.6,5.7,4.65,2.57,482,63,161,108
3.64,3.33,5.31,0.13,791,167,46,44422
5.16,5.82,2.79,2.32,513,68,301,67
4.22,7.39,3.73,2.45,361,74,161,111
2.5,3.63,5.07,2.54,1306,105,182,154
2.76,6.3,3.13,1.05,1045,103,202,842
2.75,7.96,4.6,2.99,1500,80,216,140
4.82,4.5,4.5,2.55,513,77,178,119
2.85,5.65,4.73,2.7,1580,101,215,126
4.2,4.09,3.4,3.1,626,101,173,65
4.85,3.33,5.1,1.1,672,133,77,691
5.27,4.48,3.54,0.47,469,70,95,2029
2.45,5.12,5.17,2.76,1296,121,162,170
4.31,3.58,5.77,0.79,711,95,63,1506
4.76,5.25,4.19,3.18,508,94,147,93
3.36,5.54,5.03,1.27,838,118,90,684
2.2,3.9,2.62,1.76,1293,186,409,369
2.32,7.46,3.91,0.59,1668,154,115,3629
3.34,7.17,4.5,0.35,794,69,89,7285
5.41,5.05,5.63,2.98,456,59,93,113
5.36,6.3,3.39,0.55,484,62,129,1828
4.03,6.94,3.92,0.16,701,86,54,23081
1.9,2.27,4.43,0.77,2002,430,158,1344
2.29,6.1,5.59,2.59,1677,82,172,184
3.68,2.25,2.9,1.75,1014,236,156,310
2.54,4.08,4.29,1.99,974,189,193,307
5.08,6.68,4.54,2.71,635,63,96,88
2.46,3.62,4.69,0.57,1033,185,128,2618
3.08,3.69,4.11,0.13,729,123,56,45673
3.47,7.96,5.8,0.75,827,69,54,2040
4.2,2.42,5.94,1.23,797,158,115,556
1.9,7.79,5.5,1.51,1545,95,190,898
5.13,6.11,3.43,0.69,571,62,99,980
3.55,2.95,4.33,1.18,768,163,157,904
4.98,3.28,3.89,0.96,731,115,90,761
1.68,7.92,4.4,3.05,1880,135,352,205
2.27,2.21,4.5,1.27,1200,313,216,1066
1.61,4.45,5.64,3.44,2062,190,210,204
3.4,4.3,3.69,1.07,839,130,181,1029
5.15,7.61,2.15,2.96,469,69,229,74
3.43,5.89,2.3,1.47,801,95,365,328
3.18,4.36,5.47,1.18,901,65,144,418
3.21,6.95,5.46,2.16,974,96,158,327
3.69,5.53,4.27,3.15,890,84,202,107
4.84,6.27,2.94,0.15,651,53,71,23848
2.02,2.51,5.59,2.79,1380,153,169,261
4.37,6.55,5.91,2.45,521,78,124,152
4.92,7.13,4.91,0.53,505,63,53,1292
2.34,5.96,3.66,3.17,1044,176,239,124
2.78,5.33,4.4,3.28,1437,85,168,128
1.99,6.69,5.91,2.49,1697,134,207,237
2.64,6.58,2.29,0.67,1096,87,405,1495
2.38,3.52,5.56,1.43,1194,177,135,721
3.95,4.45,4.31,2.3,627,95,170,172
3.81,5.48,4.83,0.26,756,65,54,9251
2.71,2.69,5.16,2.18,1200,180,160,269
3.07,2.92,5.77,2.02,1059,116,127,302
5.46,4.0,3.79,2.43,400,65,187,99
2.54,5.95,4.77,1.03,629,157,134,1348
3.02,4.68,3.49,0.82,1012,87,193,1745
2.81,3.34,4.13,2.55,1262,144,178,177
3.65,4.09,4.25,2.9,624,136,188,132
4.41,2.24,2.66,2.95,711,153,199,108
4.37,6.95,2.97,1.1,659,45,165,677
2.49,4.21,3.55,0.62,1431,96,185,3031
2.7,2.03,4.44,1.88,1383,333,178,335
2.18,5.59,4.39,2.4,1728,108,341,272
5.36,6.33,2.44,1.62,553,59,244,179
2.39,2.68,2.15,1.74,1181,251,667,334
2.84,7.93,5.25,0.73,986,75,89,2181
5.01,4.01,2.06,0.79,703,99,228,687
3.74,6.45,5.58,3.28,788,54,108,90
3.55,2.19,4.0,1.44,861,240,108,592
2.99,6.57,4.93,2.37,1346,104,155,158
2.78,2.38,4.54,2.43,906,228,141,232
5.26,2.18,4.9,1.72,494,191,88,193
1.71,2.89,4.29,0.49,1735,247,202,4675
1.53,6.13,5.5,2.75,1990,187,304,262
1.51,4.14,4.91,2.75,2045,208,198,270
3.17,3.82,5.27,1.89,1180,129,108,269
4.85,4.99,4.68,0.83,529,88,62,912
3.21,6.18,5.84,2.37,1067,127,117,144
3.16,7.53,5.66,0.19,777,73,47,29765
4.75,2.94,3.58,1.65,540,105,168,306
3.64,3.97,2.38,0.3,946,95,198,5760
1.98,6.74,5.31,1.35,1411,130,196,588
4.41,7.63,2.46,1.97,614,59,323,159
4.5,4.68,5.24,2.04,538,66,80,167
2.8,2.5,5.21,1.19,813,166,132,929
3.08,4.22,5.4,0.68,961,162,109,2729
4.31,5.26,2.73,1.55,705,81,244,244
2.32,5.03,3.89,1.76,1188,91,187,308
2.12,2.16,4.69,2.2,1671,374,238,288
5.4,7.35,3.37,0.5,606,40,85,2207
4.73,2.4,5.92,2.36,632,121,95,128
4.99,7.89,3.84,1.29,499,57,111,438
1.87,2.41,2.14,3.04,2097,294,910,122
2.98,3.04,4.31,2.11,534,139,128,176
2.1,6.02,2.9,1.36,1645,137,323,628
4.45,5.62,3.89,1.55,705,91,176,324
3.09,7.38,4.9,0.1,1051,102,37,60750
3.46,5.21,5.94,0.73,694,88,49,1749
3.46,4.6,4.18,0.1,693,100,48,49630
4.94,5.07,2.33,0.12,473,76,98,30503
1.81,5.6,5.61,0.3,1222,157,106,9339
3.47,7.09,5.25,1.32,934,85,117,440
1.91,6.42,2.98,1.73,1961,197,382,435
2.55,4.82,3.25,0.95,1534,185,260,958
4.74,5.26,5.22,2.72,614,81,117,122
2.21,6.07,4.2,2.59,1399,130,302,163
4.9,7.62,5.79,1.38,419,45,103,352
4.1,6.6,2.67,3.38,869,64,272,58
2.22,4.5,2.29,2.85,1126,155,619,147
4.75,2.11,3.2,2.13,570,162,228,124
5.44,2.89,3.81,1.2,357,105,126,520
1.72,3.81,5.7,1.17,2156,249,82,1191
5.23,2.82,5.31,3.02,468,115,109,90
3.13,4.56,2.86,3.4,1223,100,289,74
4.99,2.46,5.21,2.43,730,140,119,187
4.61,4.47,3.79,0.69,854,101,126,1623
3.62,4.8,3.15,2.41,808,141,235,151
5.43,4.8,4.69,2.89,522,79,133,83
1.96,2.08,4.43,3.05,1898,401,343,116
2.78,5.48,5.07,0.26,1396,106,52,13116
1.78,3.38,3.08,3.12,2508,251,629,104
2.16,2.57,4.52,1.77,1625,251,194,368
2.35,7.46,3.09,1.07,1690,124,184,1241
1.81,4.78,3.59,1.93,1765,155,400,351
2.91,7.48,5.86,2.44,998,79,200,171
3.46,3.1,4.34,0.59,789,147,108,2354
2.07,7.45,3.24,2.53,1538,145,409,219
4.73,3.01,2.8,3.26,563,123,271,46
2.66,5.66,5.63,2.28,1044,119,171,350
2.84,4.63,2.96,2.59,1072,111,417,128
3.18,7.28,3.53,0.66,798,80,212,1982
3.61,5.66,4.75,0.3,836,117,40,10082
2.45,7.49,5.05,0.92,1455,111,99,1399
3.31,6.71,4.56,2.28,778,61,160,115
2.39,4.95,2.78,3.11,956,167,565,104
2.65,5.01,5.89,3.44,939,130,194,148
3.53,6.91,5.74,0.11,754,83,30,42561
3.95,6.23,3.86,2.92,920,91,184,103
3.78,3.9,5.0,1.84,693,122,104,264
2.39,3.87,5.32,2.78,1008,223,211,166
1.57,2.32,3.87,1.01,2335,326,153,1564
3.43,5.08,5.21,2.08,800,75,90,180
1.64,6.45,4.47,0.58,2030,120,185,4086
3.52,7.84,5.56,2.21,926,70,106,167
2.68,6.57,3.68,1.7,1386,83,261,249
5.06,6.42,5.41,0.84,467,42,70,1005
1.85,5.53,3.47,3.21,1654,100,461,151
1.61,3.84,2.9,2.84,1919,174,601,232
2.87,6.08,3.75,3.35,1118,91,288,106
1.89,7.07,2.25,0.41,1994,151,240,7286
2.93,6.77,4.09,1.19,1191,96,190,537
5.38,4.05,3.95,3.14,502,69,133,92
2.5,5.46,3.3,0.42,1090,118,191,5682
4.39,7.95,3.02,2.39,634,60,253,107
3.27,5.83,3.95,2.24,767,108,203,179
4.19,7.64,4.1,0.94,889,82,144,1066
4.66,4.76,4.92,1.52,597,102,95,289
3.7,4.11,3.99,1.29,648,94,125,501
5.07,5.53,5.97,2.9,454,61,87,94
4.01,4.12,4.98,2.64,576,134,174,122
2.9,5.97,4.65,1.37,846,129,128,412
1.75,3.75,3.49,3.35,1651,222,403,143
2.26,7.42,3.98,2.7,1695,102,377,209
2.44,4.92,5.33,3.18,1545,126,165,170
2.05,7.84,4.8,1.19,1558,113,174,882
3.84,3.36,3.7,1.93,666,135,218,205
4.42,2.25,2.64,1.28,603,180,365,367
4.12,2.74,4.98,1.44,468,187,86,316
1.76,3.7,5.52,2.26,2144,249,236,371
5.23,7.84,3.62,2.44,465,51,134,103
1.88,6.38,3.99,3.22,2168,128,295,150
4.63,4.69,2.15,2.14,514,118,320,123
1.79,4.31,2.87,0.94,1634,258,361,1597
3.0,4.03,4.34,2.21,1237,152,215,162
5.16,5.54,3.58,1.83,588,64,143,177
4.85,3.78,4.59,0.98,576,87,81,890
3.71,4.68,3.55,3.01,734,119,202,128
3.41,7.19,4.12,1.86,1015,68,169,228
4.72,5.97,3.93,1.74,599,65,175,189
2.75,7.3,2.41,2.12,1176,117,418,231
4.98,3.63,4.43,0.18,679,101,47,19728
2.84,5.54,2.32,1.43,1103,131,440,398
4.99,5.24,3.34,1.75,655,96,192,185
5.39,7.09,2.61,2.02,519,59,289,99
3.5,6.09,2.08,3.48,836,74,448,68
2.3,5.77,5.61,3.35,1686,87,145,103
3.0,4.54,5.25,2.13,1227,107,113,269
2.51,5.72,5.49,2.62,909,109,163,183
4.42,4.25,5.71,0.89,587,117,66,1040
2.04,7.98,5.38,2.77,1662,97,187,233
2.32,3.06,4.29,1.02,1230,210,152,973
5.28,4.17,5.07,0.73,572,98,37,680
4.8,6.19,4.87,1.16,353,75,107,547
3.16,2.85,5.77,2.83,921,209,136,147
2.02,6.72,2.83,3.09,1990,134,574,112
4.97,5.51,3.73,1.7,492,59,157,223
3.8,2.45,5.0,0.22,753,198,69,11275
4.83,7.81,5.4,2.18,569,58,80,161
5.47,3.12,3.66,1.77,520,122,146,287
1.87,3.75,3.47,0.56,1821,247,220,3791
4.15,4.84,5.33,0.76,605,68,67,1719
2.46,6.17,2.97,0.97,1291,88,207,1323
5.26,5.72,4.57,0.88,472,73,69,749
4.57,2.8,4.09,3.03,419,168,128,98
4.78,5.64,2.49,0.36,580,58,163,4257
4.87,2.89,4.66,2.94,437,151,153,82
5.22,2.74,2.34,1.18,694,132,188,490
2.21,6.96,3.25,0.41,806,103,230,8933
3.07,7.39,2.77,2.14,754,87,346,240
2.43,5.66,4.69,0.25,1420,92,47,19321
1.89,3.5,5.41,2.26,1276,231,185,273
1.52,7.57,5.35,0.51,2162,179,127,4986
5.01,3.45,5.39,0.72,404,82,67,1247
3.98,3.26,4.62,1.04,788,115,101,792
2.16,4.52,5.33,0.48,1195,126,126,6463
3.1,7.95,2.46,0.52,679,43,210,3603
2.43,6.71,4.28,0.9,913,123,224,1564
1.67,7.14,3.43,0.16,1306,109,153,48122
5.04,3.58,3.72,0.88,436,71,90,809
3.58,5.46,3.26,0.47,775,92,112,2749
2.66,2.18,4.04,0.86,1131,210,165,1375
3.75,5.9,2.35,1.85,650,63,281,219
3.66,6.66,4.34,2.53,972,70,174,123
2.87,3.69,5.96,1.86,1307,149,162,255
4.91,6.84,2.94,0.94,578,64,157,524
4.55,3.76,5.12,2.23,407,82,132,189
4.09,3.63,5.33,2.14,625,93,93,220
1.52,7.02,4.3,2.88,2495,193,459,264
3.24,3.55,2.02,1.98,1109,137,463,180
4.18,3.05,4.42,2.7,452,115,188,128
2.23,5.67,5.89,3.2,1632,79,219,136
4.38,5.14,4.09,2.82,587,85,157,115
2.54,6.09,4.63,3.38,1157,142,263,93
3.53,2.38,5.33,2.6,512,164,115,219
4.55,5.31,3.85,0.94,590,79,94,720
4.51,7.22,2.16,2.4,672,59,581,94
4.58,5.88,2.18,1.51,571,89,346,174
4.22,3.33,3.63,3.17,728,106,202,76
3.89,3.47,2.78,1.97,703,146,251,189
1.99,3.94,3.32,0.24,1907,181,156,19586
3.3,5.47,2.72,2.87,1156,93,354,104
4.84,7.08,4.33,1.69,511,59,77,206
1.9,6.83,4.92,2.6,1949,157,273,319
3.72,4.32,4.92,3.34,681,84,168,82
4.59,4.36,4.48,0.91,575,113,125,599
3.3,7.41,3.57,0.43,819,95,100,3589
2.54,4.58,3.97,1.42,1447,141,170,507
3.77,2.33,4.14,1.46,757,153,156,387
1.96,7.65,4.42,1.31,1555,103,192,887
2.75,5.05,3.76,3.09,1114,126,233,125
1.7,6.55,4.54,1.84,2907,159,202,572
4.36,4.6,3.77,2.68,707,81,189,90
3.33,5.75,3.61,0.79,613,103,140,1113
5.02,5.37,4.31,3.13,556,84,150,74
2.89,3.87,4.19,0.72,1138,118,120,1398
3.88,6.49,3.77,2.31,773,79,204,202
3.16,4.18,3.75,0.82,926,140,149,1165
2.69,5.79,4.37,1.87,1327,149,177,202
2.81,6.95,3.23,1.78,938,123,230,294
1.98,7.9,3.67,2.79,2040,109,378,137
4.42,6.8,4.57,0.12,583,56,49,43623
4.22,3.54,5.06,0.22,707,92,63,13380
4.86,5.93,4.88,1.75,504,35,108,181
4.97,4.74,4.4,0.73,608,72,86,1236
1.86,6.99,3.28,0.7,2112,129,227,2614
4.66,6.65,5.54,3.22,472,69,92,84
2.97,6.0,5.35,1.49,1116,131,131,494
4.68,2.26,5.48,2.55,457,131,99,87
1.6,5.04,2.29,2.51,2749,290,722,217
3.57,3.51,3.12,1.72,722,127,220,295
3.41,4.23,5.33,2.89,780,144,182,101
4.46,4.74,3.95,2.14,443,59,124,180
5.16,2.12,5.46,1.84,523,133,70,113
3.65,4.99,3.19,0.49,1301,121,131,3639
2.6,7.92,5.77,0.63,1115,65,90,2067
4.6,6.0,4.48,1.41,533,86,105,401
3.18,6.44,2.31,2.96,834,70,524,87
3.62,4.87,2.1,1.09,664,98,310,579
4.14,6.12,2.84,3.44,705,86,355,47
5.43,6.65,2.21,1.38,588,59,210,288
3.33,6.07,2.1,1.43,899,109,476,404
2.53,3.35,2.03,0.13,1114,159,217,33993
3.59,5.77,4.61,1.96,765,92,117,243
2.54,2.26,2.55,1.59,904,170,324,344
4.52,6.32,3.24,0.98,524,74,162,644
2.63,5.7,2.41,2.67,1161,124,528,128
3.56,6.42,3.15,1.78,882,65,242,251
3.87,2.28,2.91,3.19,890,154,408,56
2.53,7.06,3.39,1.02,798,120,200,773
3.06,6.67,2.15,2.18,791,40,476,182
2.06,5.12,4.96,0.83,1928,149,156,2135
2.06,6.11,4.36,2.7,1082,125,237,190
1.5,4.23,3.39,1.7,2773,313,450,607
2.5,6.6,3.02,2.76,950,131,420,179
2.12,4.08,4.06,2.92,2308,170,305,163
4.22,2.37,3.01,2.56,772,157,268,96
2.66,3.43,4.51,1.16,995,152,142,796
2.44,2.6,5.32,1.25,1477,236,135,995
3.67,4.67,3.63,2.26,1092,129,195,183
2.77,4.5,5.85,0.37,1302,119,107,4708
2.54,6.21,2.57,3.32,1573,26,384,63
4.94,7.91,3.76,3.44,395,65,135,64
3.35,5.46,3.26,2.84,543,90,193,127
2.52,5.48,2.87,0.73,1261,107,203,1318
4.08,4.93,4.57,2.97,653,84,119,100
4.5,5.87,3.27,0.32,706,65,96,4595
4.87,3.87,5.53,1.93,586,98,84,117
1.96,2.3,3.34,2.04,1869,311,340,345
2.53,7.88,4.41,2.12,1397,83,261,288
5.08,4.14,4.77,3.45,429,62,118,59
3.56,5.45,4.74,1.68,582,106,100,290
3.83,6.89,3.15,3.24,713,68,248,78
3.84,2.17,4.38,0.11,801,148,46,63543
2.21,4.3,3.73,1.99,1461,151,151,347
4.03,3.49,5.61,0.93,646,130,71,929
5.21,7.85,5.93,0.53,455,43,54,2005
1.66,2.67,2.55,2.01,2117,297,487,299
4.65,2.93,3.91,1.72,659,136,111,338
2.0,6.95,2.3,2.54,2102,107,646,270
2.47,4.8,3.49,0.46,953,148,118,4793
4.03,5.91,4.9,3.02,891,61,184,110
1.73,2.61,2.16,0.95,1845,292,490,1474
2.16,7.62,5.8,2.27,2023,123,209,434
3.71,6.99,2.6,1.87,792,81,303,180
4.5,7.71,3.5,2.32,682,47,177,148
3.54,5.21,5.74,3.18,658,102,107,110
2.99,6.64,4.49,3.08,814,133,104,108
5.24,7.05,2.17,2.1,515,58,346,89
2.57,7.65,3.24,1.62,1539,99,353,349
4.88,5.47,5.02,2.61,494,67,150,120
1.99,6.02,5.84,2.57,1526,116,164,279
3.76,2.98,4.05,1.48,870,186,64,328
4.37,6.0,4.46,1.25,992,49,113,499
2.14,5.44,3.02,1.83,1522,100,297,324
3.56,3.17,5.94,2.83,847,122,104,177
1.57,6.01,2.47,1.69,940,179,623,446
3.5,3.7,3.57,2.66,848,82,159,70
1.99,4.64,5.29,2.58,1592,210,271,203
1.77,6.44,3.58,2.45,2132,134,536,175
1.86,4.12,3.72,0.64,1820,124,301,3158
3.5,7.88,3.04,1.9,394,38,171,168
3.47,4.19,4.94,2.75,784,121,134,69
4.06,7.73,2.7,2.0,461,66,319,165
2.25,7.81,4.76,3.37,1373,93,274,131
4.86,7.13,3.76,2.95,685,56,166,105
1.58,6.76,5.18,0.26,1618,161,73,27641
3.29,5.1,3.69,0.62,776,76,110,1669
3.53,5.0,5.95,2.87,871,133,146,118
3.36,5.25,5.84,3.19,995,81,140,107
4.82,4.39,5.38,1.21,722,66,94,557
4.37,4.3,5.96,2.94,693,104,78,89
4.24,7.54,2.86,3.4,691,67,217,38
3.1,3.93,5.45,3.2,1139,142,160,94
3.52,7.65,2.19,3.19,462,83,579,57
5.39,4.47,2.14,1.72,467,69,274,142
1.9,4.8,5.61,1.69,1343,198,161,624
2.85,2.47,2.85,1.33,1094,265,291,567
2.95,6.19,5.71,2.27,966,108,151,214
4.6,7.35,5.53,0.75,548,74,61,1247
2.81,5.7,3.07,0.79,966,54,216,1518
3.96,5.25,5.9,0.79,768,108,48,1575
2.96,4.05,5.37,2.82,838,168,108,126
3.91,6.88,3.03,1.5,718,77,175,444
2.81,2.97,4.24,0.7,1039,217,111,821
4.8,6.0,4.51,2.13,622,59,124,151
2.6,6.95,4.14,3.37,1424,118,265,92
4.65,2.06,4.74,1.28,755,120,87,345
5.4,6.55,3.28,3.1,515,57,214,55
4.64,4.76,4.23,0.7,606,74,85,1410
3.99,7.36,3.92,2.08,702,82,182,165
3.55,5.6,5.83,2.15,960,90,97,234
4.27,5.28,3.18,1.53,751,59,157,259
3.86,5.99,5.54,0.62,860,88,62,2581
3.82,6.43,4.64,3.11,810,90,184,91
4.19,5.48,3.41,0.82,502,113,153,943
4.32,6.72,2.2,1.93,505,62,411,207
4.92,7.87,2.26,1.16,506,45,274,534
3.61,4.74,5.63,1.62,859,121,93,406
3.12,7.69,3.61,1.24,1058,89,177,617
3.72,4.9,5.21,2.68,846,82,132,94
5.14,5.51,5.9,1.98,523,79,66,244
3.83,3.02,5.31,2.57,791,134,124,105
3.52,5.29,5.22,1.41,754,96,111,551
1.59,2.68,4.76,0.54,1671,304,143,4561
1.64,6.32,3.52,0.21,1986,195,69,30109
1.85,2.76,4.96,0.45,1944,306,142,6448
4.56,2.27,2.17,0.3,549,138,112,5672
4.81,5.8,5.52,1.75,397,54,62,257
